customer_key,customer_name,industry,vertical,address,city,county,postcode
746,Saga Falabella,Retail,SMB,Calle Javier Prado 144,"Santa Anita, Lima",Lima,75184
747,Victor Miranda Vargas,Residential,Residential,Jr. Los Alamos 2580,"Coishco, Chimbote",Ancash,22091
748,Mariela Sanchez Rivera,Residential,Residential,Jr. Reducto 3438,"Chorrillos, Lima",Lima,37163
749,Enrique Vega Ruiz,Residential,Residential,Jr. La Marina 1579,"San Miguel, Lima",Lima,86260
750,Andrea Paredes Lopez,Residential,Residential,Av. Abancay 3333,"San Sebastian, Cusco",Cusco,99268
751,Daniel Vargas Ramos,Residential,Residential,Prol. Ayacucho 3068,"San Isidro, Lima",Lima,83486
752,Ana Soto Soto,Residential,Residential,Jr. 28 de Julio 1445,"Florencia de Mora, Trujillo",La Libertad,18763
753,Alberto Rivera Ponce,Residential,Residential,Prol. Las Orquideas 1776,"Centro, Chimbote",Ancash,11384
754,Rosa Aguilar Vasquez,Residential,Residential,Jr. Bolognesi 1381,"Jesus, Cajamarca",Cajamarca,81683
755,Rocio Gonzalez Ramirez,Residential,Residential,Psje. Brasil 549,"Santa, Chimbote",Ancash,75094
756,Katherine Paredes Chavez,Residential,Residential,Psje. La Marina 1379,"Santa Rosa, Chiclayo",Lambayeque,13209
757,Gabriela Ramirez Vargas,Residential,Residential,Calle Santa Cruz 1907,"La Perla, Callao",Callao,89529
758,Fernando Mamani Medina,Residential,Residential,Prol. Primavera 2884,"Pilcomayo, Huancayo",Junin,52039
759,Natalia Ramirez Reyes,Residential,Residential,Av. Puno 920,"Breña, Lima",Lima,66344
760,Andrea Chavez Gomez,Residential,Residential,Calle Los Pinos 530,"San Juan Bautista, Iquitos",Loreto,42489
761,Luz Castro Arias,Residential,Residential,Prol. 28 de Julio 119,"Centro, Trujillo",La Libertad,37349
762,Antonio Jimenez Ramos,Residential,Residential,Psje. Independencia 1175,"Victor Larco Herrera, Trujillo",La Libertad,71592
763,Eduardo Ortiz Torres,Residential,Residential,Jr. Los Eucaliptos 1517,"Nuevo Chimbote, Chimbote",Ancash,81194
764,Gustavo Garcia Vasquez,Residential,Residential,Av. El Polo 1415,"Santa, Chimbote",Ancash,77263
765,Ximena Rivera Cruz,Residential,Residential,Calle San Martin 1901,"Yanahuara, Arequipa",Arequipa,69035
766,David Lopez Herrera,Residential,Residential,Psje. 28 de Julio 1235,"Belen, Iquitos",Loreto,84788
767,Luz Hernandez Campos,Residential,Residential,Calle San Martin 2020,"Los Olivos, Lima",Lima,18679
768,Gisela Soto Vasquez,Residential,Residential,Av. Abancay 1256,"Victor Larco Herrera, Trujillo",La Libertad,85165
769,Odebrecht Peru,Construction,SMB,Prol. Los Pinos 283,"Florencia de Mora, Trujillo",La Libertad,95003
770,Katherine Aguilar Lopez,Residential,Residential,Av. Reducto 2570,"Centro, Chimbote",Ancash,91756
771,Roberto Carrasco Espinoza,Residential,Residential,Av. Javier Prado 1814,"Moche, Trujillo",La Libertad,25387
772,Katherine Espinoza Gutierrez,Residential,Residential,Psje. Colonial 3462,"Belen, Iquitos",Loreto,52578
773,Osinergmin,Energy,Enterprise,Prol. Universitaria 1423,"Banos del Inca, Cajamarca",Cajamarca,87340
774,Los Portales,Real Estate,Enterprise,Prol. Colonial 763,"Los Aquijes, Ica",Ica,25699
775,Marisol Fernandez Herrera,Residential,Residential,Calle La Marina 170,"Surco, Lima",Lima,94475
776,Diego Cordova Nunez,Residential,Residential,Psje. Brasil 2632,"Santiago, Cusco",Cusco,13015
777,Ricardo Diaz Romero,Residential,Residential,Jr. Primavera 3488,"Moche, Trujillo",La Libertad,50802
778,Cosapi Inmobiliaria,Real Estate,Enterprise,Psje. Cusco 2862,"Banos del Inca, Cajamarca",Cajamarca,34923
779,Paola Chavez Salazar,Residential,Residential,Prol. Conquistadores 2330,"Los Olivos, Lima",Lima,32427
780,Manuel Quispe Castillo,Residential,Residential,Calle Universitaria 2745,"Parcona, Ica",Ica,18453
781,Pedro Mendoza Salazar,Residential,Residential,Av. Ica 2268,"Subtanjalla, Ica",Ica,11886
782,Carlos Diaz Campos,Residential,Residential,Jr. El Polo 2831,"Tambogrande, Piura",Piura,18020
783,UPN,Education,Enterprise,Calle Los Cedros 311,"Centro, Piura",Piura,80110
784,Pedro Carrasco Vega,Residential,Residential,Av. Los Jazmines 3207,"Belen, Iquitos",Loreto,31044
785,Luz Villegas Chavez,Residential,Residential,Av. Los Alamos 2179,"Centro, Chimbote",Ancash,26886
786,Rosario Mamani Herrera,Residential,Residential,Prol. Los Alamos 1906,"Wanchaq, Cusco",Cusco,76522
787,Alberto Castillo Miranda,Residential,Residential,Av. La Encalada 1729,"Parcona, Ica",Ica,95362
788,Hugo Aguilar Carrasco,Residential,Residential,Jr. La Marina 3306,"Florencia de Mora, Trujillo",La Libertad,23633
789,Manuel Chavez Villegas,Residential,Residential,Psje. Javier Prado 2736,"Parcona, Ica",Ica,29562
790,Javier Gomez Herrera,Residential,Residential,Psje. Las Palmeras 2644,"La Victoria, Chiclayo",Lambayeque,10984
791,Valeria Aguilar Ruiz,Residential,Residential,Jr. Wilson 1541,"El Porvenir, Trujillo",La Libertad,72083
792,Jorge Silva Zarate,Residential,Residential,Prol. Colonial 863,"Wanchaq, Cusco",Cusco,29112
793,Luis Arias Miranda,Residential,Residential,Calle Arequipa 469,"San Juan Bautista, Iquitos",Loreto,25363
794,Victor Alvarez Campos,Residential,Residential,Jr. Abancay 555,"Santiago, Cusco",Cusco,35908
795,Jimena Romero Morales,Residential,Residential,Calle Los Eucaliptos 3271,"Centro, Huancayo",Junin,57615
796,Roberto Jimenez Villegas,Residential,Residential,Psje. Universitaria 375,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,94354
797,Alfredo Quispe Rivera,Residential,Residential,Jr. Las Begonias 2414,"El Porvenir, Trujillo",La Libertad,55072
798,Valeria Sanchez Gutierrez,Residential,Residential,Av. Libertad 713,"Nuevo Chimbote, Chimbote",Ancash,63454
799,Antonio Zarate Perez,Residential,Residential,Psje. Wilson 2789,"La Tinguina, Ica",Ica,29182
800,Enrique Villegas Arias,Residential,Residential,Psje. Cusco 3118,"Victor Larco Herrera, Trujillo",La Libertad,25827
801,Juan Soto Vargas,Residential,Residential,Av. Ayacucho 308,"Centro, Piura",Piura,11208
802,Enrique Perez Valenzuela,Residential,Residential,Jr. Reducto 1956,"Lince, Lima",Lima,49791
803,Rosa Nunez Gutierrez,Residential,Residential,Prol. Primavera 290,"Catacaos, Piura",Piura,72284
804,Karina Ortiz Gonzalez,Residential,Residential,Jr. Los Cedros 1171,"Centro, Ica",Ica,23849
805,Hugo Rivera Romero,Residential,Residential,Calle Grau 2301,"Centro, Chiclayo",Lambayeque,27514
806,Antonio Medina Valenzuela,Residential,Residential,Calle Arequipa 1503,"Centro, Iquitos",Loreto,44410
807,Curacao,Retail,Enterprise,Jr. La Encalada 3141,"Paucarpata, Arequipa",Arequipa,69455
808,Javier Mendoza Jimenez,Residential,Residential,Psje. Los Pinos 1734,"Centro, Trujillo",La Libertad,79425
809,Maestro,Retail,SMB,Psje. Los Jazmines 874,"Centro, Chimbote",Ancash,58465
810,Daniela Mendoza Medina,Residential,Residential,Prol. Brasil 1234,"Nuevo Chimbote, Chimbote",Ancash,85403
811,Javier Alvarez Huaman,Residential,Residential,Prol. Las Palmeras 3092,"Victor Larco Herrera, Trujillo",La Libertad,17874
812,Katherine Castro Garcia,Residential,Residential,Jr. Bolognesi 2895,"San Juan Bautista, Iquitos",Loreto,64741
813,Sandra Huaman Ramirez,Residential,Residential,Psje. Caminos del Inca 1590,"Chilca, Huancayo",Junin,12784
814,Ana Zarate Delgado,Residential,Residential,Psje. Independencia 1722,"Saylla, Cusco",Cusco,59734
815,Clinica Internacional,Healthcare,Enterprise,Psje. Grau 2852,"Pilcomayo, Huancayo",Junin,90526
816,Patricia Zarate Ortiz,Residential,Residential,Jr. Emancipacion 124,"Coishco, Chimbote",Ancash,41483
817,Win Peru,Telecommunications,Enterprise,Calle Huancavelica 2860,"San Sebastian, Cusco",Cusco,88400
818,Toulouse Lautrec,Education,Enterprise,Psje. Javier Prado 840,"Pilcomayo, Huancayo",Junin,15682
819,Mario Castro Garcia,Residential,Residential,Prol. Ica 2311,"San Isidro, Lima",Lima,38164
820,Alfredo Reyes Miranda,Residential,Residential,Prol. Conquistadores 3039,"Centro, Iquitos",Loreto,51899
821,Arturo Lopez Flores,Residential,Residential,Av. Comandante Espinar 1925,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,68847
822,Star Globalcom,Telecommunications,Enterprise,Calle Grau 1179,"Huancan, Huancayo",Junin,20240
823,Cesar Ponce Garcia,Residential,Residential,Jr. Santa Cruz 2119,"Comas, Lima",Lima,97060
824,Monica Castro Espinoza,Residential,Residential,Prol. Las Gardenias 2554,"Centro, Huancayo",Junin,75349
825,Manuel Palacios Garcia,Residential,Residential,Jr. Las Begonias 3009,"Wanchaq, Cusco",Cusco,98440
826,Cecilia Espinoza Quispe,Residential,Residential,Jr. Libertad 420,"Florencia de Mora, Trujillo",La Libertad,99241
827,Gonzalo Valenzuela Rivera,Residential,Residential,Psje. Las Begonias 918,"Centro, Huancayo",Junin,22419
828,Daniela Benavides Gonzalez,Residential,Residential,Jr. La Encalada 1464,"26 de Octubre, Piura",Piura,34306
829,Karina Cruz Carrasco,Residential,Residential,Av. Los Cedros 2074,"Centro, Callao",Callao,73532
830,Sandra Ramirez Mendoza,Residential,Residential,Av. Huancavelica 957,"El Tambo, Huancayo",Junin,13357
831,Cecilia Castro Garcia,Residential,Residential,Prol. Los Eucaliptos 2146,"Los Aquijes, Ica",Ica,32188
832,Pedro Nunez Martinez,Residential,Residential,Av. Independencia 1330,"Centro, Chiclayo",Lambayeque,52540
833,Alejandro Fernandez Fernandez,Residential,Residential,Av. Benavides 1745,"Saylla, Cusco",Cusco,12597
834,Protecta,Insurance,Enterprise,Av. Santa Cruz 1543,"Catacaos, Piura",Piura,27286
835,Natalia Silva Carrasco,Residential,Residential,Av. Los Eucaliptos 651,"Paucarpata, Arequipa",Arequipa,56051
836,Fernando Morales Villegas,Residential,Residential,Prol. Universitaria 2318,"Centro, Callao",Callao,61315
837,Carolina Ramos Caceres,Residential,Residential,Psje. Los Jazmines 3074,"Los Aquijes, Ica",Ica,93028
838,Flor Ponce Jimenez,Residential,Residential,Prol. Las Begonias 1617,"26 de Octubre, Piura",Piura,93701
839,Arturo Chavez Alvarez,Residential,Residential,Psje. Reducto 196,"Los Aquijes, Ica",Ica,88567
840,Carolina Garcia Gutierrez,Residential,Residential,Calle Santa Cruz 2130,"Villa El Salvador, Lima",Lima,84130
841,Eduardo Morales Jimenez,Residential,Residential,Jr. Reducto 983,"Subtanjalla, Ica",Ica,98400
842,Andrea Castillo Alvarez,Residential,Residential,Calle Caminos del Inca 2055,"El Porvenir, Trujillo",La Libertad,99560
843,Pilar Ruiz Caceres,Residential,Residential,Av. Colonial 696,"Nuevo Chimbote, Chimbote",Ancash,70754
844,Rosario Gonzalez Ruiz,Residential,Residential,Av. 28 de Julio 1728,"Centro, Piura",Piura,71882
845,Juan Carrasco Rojas,Residential,Residential,Calle Ica 1371,"26 de Octubre, Piura",Piura,55348
846,Jessica Gutierrez Quispe,Residential,Residential,Av. Los Eucaliptos 3084,"Centro, Callao",Callao,40701
847,Rosario Chavez Huaman,Residential,Residential,Av. Wilson 1994,"La Esperanza, Trujillo",La Libertad,51974
848,Milagros Zarate Vera,Residential,Residential,Av. Abancay 2934,"Llacanora, Cajamarca",Cajamarca,39595
849,Enrique Gutierrez Gonzalez,Residential,Residential,Prol. Las Palmeras 551,"Centro, Huancayo",Junin,44198
850,Raul Condori Ortiz,Residential,Residential,Calle Los Alamos 634,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,77513
851,Alfredo Gutierrez Rojas,Residential,Residential,Jr. Los Eucaliptos 215,"Jesus Maria, Lima",Lima,19031
852,Elizabeth Valenzuela Vargas,Residential,Residential,Prol. Las Gardenias 1976,"Santa Rosa, Chiclayo",Lambayeque,25512
853,Sergio Cruz Caceres,Residential,Residential,Psje. Colonial 3467,"Belen, Iquitos",Loreto,45576
854,Cesar Paredes Benavides,Residential,Residential,Psje. Los Eucaliptos 2433,"Centro, Iquitos",Loreto,10513
855,Andres Alvarez Soto,Residential,Residential,Jr. Cusco 2609,"Villa Maria del Triunfo, Lima",Lima,71862
856,Congreso de la Republica,Government,Government,Av. Las Gardenias 2580,"Centro, Huancayo",Junin,62093
857,Mario Garcia Delgado,Residential,Residential,Av. Colonial 1952,"Centro, Chiclayo",Lambayeque,33520
858,Pilar Rodriguez Garcia,Residential,Residential,Prol. 28 de Julio 3285,"Nuevo Chimbote, Chimbote",Ancash,54972
859,Paola Rivera Ponce,Residential,Residential,Jr. La Marina 2281,"Centro, Iquitos",Loreto,62620
860,Flor Silva Espinoza,Residential,Residential,Prol. La Encalada 1835,"Pimentel, Chiclayo",Lambayeque,32741
861,Marisol Salazar Ponce,Residential,Residential,Jr. Las Orquideas 1993,"Banos del Inca, Cajamarca",Cajamarca,27379
862,Hector Delgado Ortiz,Residential,Residential,Jr. Los Pinos 2785,"Socabaya, Arequipa",Arequipa,63514
863,Jose Palacios Silva,Residential,Residential,Psje. Grau 547,"El Porvenir, Trujillo",La Libertad,59485
864,Carlos Hernandez Ruiz,Residential,Residential,Prol. Puno 2313,"La Punta, Callao",Callao,93476
865,Ivan Caceres Arias,Residential,Residential,Psje. Brasil 2368,"San Juan Bautista, Iquitos",Loreto,89702
866,Fernanda Huaman Quispe,Residential,Residential,Calle Bolognesi 2606,"Santa, Chimbote",Ancash,14799
867,Alfredo Ortiz Espinoza,Residential,Residential,Jr. Benavides 2891,"Mariano Melgar, Arequipa",Arequipa,51938
868,Monica Reyes Reyes,Residential,Residential,Av. Ayacucho 1847,"Punchana, Iquitos",Loreto,52429
869,Eduardo Gonzalez Vasquez,Residential,Residential,Calle Las Palmeras 830,"26 de Octubre, Piura",Piura,71736
870,Don Vittorio,Food & Beverage,Enterprise,Calle Santa Cruz 2643,"26 de Octubre, Piura",Piura,17867
871,Molitalia,Food & Beverage,SMB,Av. La Encalada 1714,"Cercado, Arequipa",Arequipa,79411
872,Francisco Palacios Villegas,Residential,Residential,Av. Universitaria 163,"La Tinguina, Ica",Ica,41617
873,Rodrigo Alvarez Nunez,Residential,Residential,Psje. Primavera 2716,"Pimentel, Chiclayo",Lambayeque,28129
874,Sergio Valenzuela Garcia,Residential,Residential,Psje. Libertad 407,"Los Olivos, Lima",Lima,61565
875,Natalia Diaz Hernandez,Residential,Residential,Prol. Santa Cruz 1061,"Paucarpata, Arequipa",Arequipa,86445
876,Gustavo Soto Ramos,Residential,Residential,Psje. Puno 3485,"Florencia de Mora, Trujillo",La Libertad,97254
877,Katherine Mendoza Paredes,Residential,Residential,Prol. Las Palmeras 1765,"26 de Octubre, Piura",Piura,26839
878,Lucia Flores Ramirez,Residential,Residential,Jr. Ayacucho 1561,"Hunter, Arequipa",Arequipa,86141
879,Rosario Quispe Martinez,Residential,Residential,Calle Abancay 2393,"26 de Octubre, Piura",Piura,63664
880,Francisco Benavides Castillo,Residential,Residential,Av. Conquistadores 1906,"Bellavista, Callao",Callao,19202
881,Pilar Valenzuela Rivera,Residential,Residential,Jr. Puno 1032,"Carabayllo, Lima",Lima,60252
882,Inmobiliaria Edifica,Real Estate,Enterprise,Prol. Ayacucho 1326,"Centro, Piura",Piura,69259
883,Daniel Quispe Ramirez,Residential,Residential,Av. Grau 2046,"Tambogrande, Piura",Piura,15893
884,Gabriela Ramirez Vasquez,Residential,Residential,Prol. Benavides 2817,"La Victoria, Chiclayo",Lambayeque,18020
885,Milagros Soto Benavides,Residential,Residential,Psje. 28 de Julio 1494,"Punchana, Iquitos",Loreto,22905
886,Tottus,Retail,Enterprise,Calle Tacna 2043,"26 de Octubre, Piura",Piura,90524
887,Cibertec,Education,SMB,Jr. Grau 2344,"Banos del Inca, Cajamarca",Cajamarca,50384
888,Alicorp,Food & Beverage,SMB,Jr. La Marina 2849,"La Victoria, Chiclayo",Lambayeque,46771
889,Francisco Gutierrez Gonzalez,Residential,Residential,Av. Benavides 1804,"Pimentel, Chiclayo",Lambayeque,48593
890,Marriott Lima,Hospitality,SMB,Prol. La Marina 1560,"Los Aquijes, Ica",Ica,48380
891,Lorena Torres Torres,Residential,Residential,Calle Santa Cruz 3401,"Centro, Huancayo",Junin,51928
892,Carmen Ortiz Lopez,Residential,Residential,Calle La Marina 2547,"La Victoria, Chiclayo",Lambayeque,96869
893,Alejandro Rojas Gonzalez,Residential,Residential,Calle Tacna 1660,"San Juan Bautista, Iquitos",Loreto,17461
894,Urbanova,Real Estate,SMB,Av. Independencia 1485,"La Punta, Callao",Callao,34781
895,Patricia Ponce Zarate,Residential,Residential,Av. Independencia 2535,"Santa, Chimbote",Ancash,46597
896,Claudia Garcia Diaz,Residential,Residential,Prol. Caminos del Inca 791,"Hunter, Arequipa",Arequipa,34942
897,Yanacocha,Mining,Enterprise,Jr. Los Eucaliptos 1945,"San Jeronimo, Cusco",Cusco,30302
898,Fernando Ramirez Valenzuela,Residential,Residential,Calle Larco 2598,"Socabaya, Arequipa",Arequipa,58774
899,Monica Ponce Castro,Residential,Residential,Psje. Ica 2016,"Yanahuara, Arequipa",Arequipa,29561
900,Rocio Valenzuela Ortiz,Residential,Residential,Psje. Ayacucho 1905,"Jesus, Cajamarca",Cajamarca,50873
901,Daniel Gutierrez Miranda,Residential,Residential,Psje. Conquistadores 1623,"Barranco, Lima",Lima,79396
902,Rosario Rodriguez Lopez,Residential,Residential,Psje. Emancipacion 1079,"Magdalena, Lima",Lima,62822
903,Milagros Perez Silva,Residential,Residential,Jr. Conquistadores 1643,"Banos del Inca, Cajamarca",Cajamarca,66177
904,Elizabeth Romero Castillo,Residential,Residential,Av. Los Eucaliptos 1076,"Centro, Huancayo",Junin,56128
905,Carla Ponce Martinez,Residential,Residential,Psje. Las Palmeras 957,"Castilla, Piura",Piura,12095
906,Raul Espinoza Zarate,Residential,Residential,Calle Los Alamos 1295,"Florencia de Mora, Trujillo",La Libertad,82665
907,Rodrigo Valenzuela Fernandez,Residential,Residential,Calle Los Alamos 1922,"Centro, Huancayo",Junin,28609
908,Manuel Quispe Quispe,Residential,Residential,Psje. Los Eucaliptos 211,"Parcona, Ica",Ica,58010
909,Cecilia Cruz Ortiz,Residential,Residential,Prol. Brasil 2996,"Punchana, Iquitos",Loreto,53277
910,Paola Sanchez Delgado,Residential,Residential,Psje. Santa Cruz 1420,"Santa, Chimbote",Ancash,27712
911,Ana Herrera Silva,Residential,Residential,Calle Arequipa 380,"Centro, Ica",Ica,76904
912,Rocio Fernandez Zarate,Residential,Residential,Psje. Bolognesi 1898,"Barranco, Lima",Lima,30105
913,Oechsle,Retail,SMB,Calle Conquistadores 1452,"Centro, Chimbote",Ancash,55466
914,Gabriel Castro Vargas,Residential,Residential,Av. Las Begonias 2939,"Florencia de Mora, Trujillo",La Libertad,32847
915,Municipalidad de Miraflores,Government,Government,Prol. Las Begonias 939,"San Jeronimo, Cusco",Cusco,63272
916,Natalia Ponce Arias,Residential,Residential,Jr. Las Begonias 1258,"San Sebastian, Cusco",Cusco,72962
917,Carmen Reyes Medina,Residential,Residential,Prol. Huancavelica 298,"Socabaya, Arequipa",Arequipa,41523
918,Vanessa Nunez Soto,Residential,Residential,Psje. Las Begonias 458,"Nuevo Chimbote, Chimbote",Ancash,42669
919,Fernando Ponce Diaz,Residential,Residential,Jr. Reducto 2948,"El Tambo, Huancayo",Junin,70126
920,Fernando Torres Ramos,Residential,Residential,Prol. Los Alamos 850,"Cerro Colorado, Arequipa",Arequipa,85616
921,Sandra Rivera Miranda,Residential,Residential,Psje. Libertad 2941,"Los Olivos, Lima",Lima,63914
922,Bimbo Peru,Food & Beverage,SMB,Jr. Grau 1709,"Huancan, Huancayo",Junin,77315
923,Luis Romero Mamani,Residential,Residential,Calle Grau 922,"Centro, Iquitos",Loreto,86095
924,Victor Gonzalez Campos,Residential,Residential,Psje. Las Orquideas 1980,"San Juan Bautista, Iquitos",Loreto,83520
925,Karina Castro Medina,Residential,Residential,Psje. Emancipacion 1620,"Centro, Iquitos",Loreto,60926
926,Eduardo Delgado Miranda,Residential,Residential,Calle Cusco 1657,"Jesus, Cajamarca",Cajamarca,45466
927,Marco Reyes Mamani,Residential,Residential,Psje. Colonial 653,"Jesus, Cajamarca",Cajamarca,95174
928,Paola Nunez Gutierrez,Residential,Residential,Calle Puno 927,"Catacaos, Piura",Piura,39392
929,Mario Valenzuela Delgado,Residential,Residential,Calle Los Cedros 2920,"Centro, Piura",Piura,31639
930,Jose Mendoza Ramirez,Residential,Residential,Calle Javier Prado 715,"Ventanilla, Callao",Callao,85459
931,Patricia Nunez Rivera,Residential,Residential,Jr. El Polo 1921,"Santa, Chimbote",Ancash,92071
932,Ana Flores Martinez,Residential,Residential,Jr. Puno 1720,"Pimentel, Chiclayo",Lambayeque,86121
933,Marisol Diaz Caceres,Residential,Residential,Av. Arequipa 1437,"Centro Historico, Cusco",Cusco,75725
934,Elizabeth Gutierrez Garcia,Residential,Residential,Av. Colonial 1859,"La Victoria, Chiclayo",Lambayeque,47972
935,Jimena Cordova Torres,Residential,Residential,Prol. Los Eucaliptos 102,"Jose Luis Bustamante y Rivero, Arequipa",Arequipa,85722
936,Luis Morales Mamani,Residential,Residential,Av. Brasil 2095,"Carmen de la Legua, Callao",Callao,96419
937,Metro,Retail,SMB,Av. Los Alamos 2029,"Belen, Iquitos",Loreto,71761
938,Francisco Rojas Garcia,Residential,Residential,Psje. Las Gardenias 2910,"Pilcomayo, Huancayo",Junin,55615
939,Daniela Castro Zarate,Residential,Residential,Psje. Tacna 2769,"Centro, Huancayo",Junin,17583
940,Gabriela Paredes Morales,Residential,Residential,Psje. Las Gardenias 2689,"Paucarpata, Arequipa",Arequipa,24442
941,Jose Mamani Caceres,Residential,Residential,Av. San Martin 982,"San Borja, Lima",Lima,42817
942,Antonio Reyes Campos,Residential,Residential,Prol. Ica 2520,"Centro, Cajamarca",Cajamarca,70311
943,Diana Silva Benavides,Residential,Residential,Prol. Las Orquideas 2141,"Hunter, Arequipa",Arequipa,10403
944,Poder Judicial,Government,Government,Av. 28 de Julio 1469,"Banos del Inca, Cajamarca",Cajamarca,26029
945,Ministerio de Salud,Government,Government,Av. San Martin 1522,"Victor Larco Herrera, Trujillo",La Libertad,42092
946,Francisco Vasquez Garcia,Residential,Residential,Jr. Los Alamos 198,"Catacaos, Piura",Piura,68383
947,Electro Peru,Energy,Enterprise,Calle Javier Prado 1060,"Bellavista, Callao",Callao,56364
948,Marisol Delgado Aguilar,Residential,Residential,Psje. Wilson 2326,"San Sebastian, Cusco",Cusco,27787
949,Alejandro Caceres Lopez,Residential,Residential,Prol. Caminos del Inca 943,"Subtanjalla, Ica",Ica,56253
950,La Positiva,Insurance,Enterprise,Av. Las Begonias 131,"Parcona, Ica",Ica,77138
951,Veronica Salazar Espinoza,Residential,Residential,Calle La Encalada 2591,"Jesus, Cajamarca",Cajamarca,36698
952,Hochschild Mining,Mining,Enterprise,Av. Primavera 2231,"Centro Historico, Cusco",Cusco,29260
953,Carla Reyes Condori,Residential,Residential,Jr. Los Cedros 422,"Banos del Inca, Cajamarca",Cajamarca,20505
954,Banco Central de Reserva,Government,Government,Jr. Bolognesi 2029,"Florencia de Mora, Trujillo",La Libertad,41808
955,Caja Cusco,Banking,Enterprise,Calle Ica 3236,"Chilca, Huancayo",Junin,64308
956,Engie Peru,Energy,Enterprise,Psje. Javier Prado 3267,"Chilca, Huancayo",Junin,68048
957,Mariela Campos Flores,Residential,Residential,Psje. Abancay 2242,"Santiago, Cusco",Cusco,51447
958,Andres Condori Nunez,Residential,Residential,Jr. Brasil 747,"Llacanora, Cajamarca",Cajamarca,16273
959,Pablo Miranda Martinez,Residential,Residential,Av. Huancavelica 1700,"Belen, Iquitos",Loreto,66965
960,Arturo Silva Torres,Residential,Residential,Prol. Santa Cruz 3002,"Huancan, Huancayo",Junin,22300
961,Alejandro Chavez Vera,Residential,Residential,Psje. Primavera 1589,"Coishco, Chimbote",Ancash,58562
962,Nexa Resources,Mining,Enterprise,Jr. La Marina 241,"Surquillo, Lima",Lima,68473
963,Monica Vega Martinez,Residential,Residential,Prol. El Polo 854,"Catacaos, Piura",Piura,40496
964,Silvia Mamani Castillo,Residential,Residential,Prol. Tacna 3119,"Jesus, Cajamarca",Cajamarca,13472
965,Maria Ruiz Torres,Residential,Residential,Jr. Puno 524,"Centro, Piura",Piura,18854
966,Daniel Morales Reyes,Residential,Residential,Jr. Colonial 983,"Santa, Chimbote",Ancash,84593
967,Julio Alvarez Delgado,Residential,Residential,Jr. Los Alamos 131,"Carmen de la Legua, Callao",Callao,15729
968,Silvia Chavez Gutierrez,Residential,Residential,Av. Las Begonias 3234,"Chilca, Huancayo",Junin,74392
969,Vanessa Medina Rodriguez,Residential,Residential,Prol. Brasil 3314,"Nuevo Chimbote, Chimbote",Ancash,18985
970,Claudia Romero Reyes,Residential,Residential,Prol. Abancay 529,"Magdalena, Lima",Lima,89219
971,Jorge Ruiz Villegas,Residential,Residential,Prol. Las Begonias 1955,"Nuevo Chimbote, Chimbote",Ancash,94854
972,Fernando Vargas Vargas,Residential,Residential,Calle Independencia 3260,"Coishco, Chimbote",Ancash,80870
973,Carolina Palacios Chavez,Residential,Residential,Prol. La Encalada 2035,"San Juan Bautista, Iquitos",Loreto,12116
974,Ximena Silva Gutierrez,Residential,Residential,Calle Los Eucaliptos 2905,"San Miguel, Lima",Lima,11511
975,Carolina Rivera Ponce,Residential,Residential,Av. Brasil 1252,"Mariano Melgar, Arequipa",Arequipa,20268
976,Daniela Miranda Flores,Residential,Residential,Jr. Bolognesi 3476,"Tambogrande, Piura",Piura,42980
977,Marco Arias Jimenez,Residential,Residential,Prol. Grau 793,"26 de Octubre, Piura",Piura,27580
978,Arturo Condori Ortiz,Residential,Residential,Av. Las Begonias 1452,"Jesus Maria, Lima",Lima,12212
979,Andres Garcia Arias,Residential,Residential,Calle La Encalada 2767,"Centro, Chiclayo",Lambayeque,90892
980,Oscar Zarate Valenzuela,Residential,Residential,Jr. Independencia 2968,"San Juan de Lurigancho, Lima",Lima,33399
981,Marisol Castillo Ramos,Residential,Residential,Prol. Los Cedros 419,"Castilla, Piura",Piura,17688
982,Hugo Soto Ruiz,Residential,Residential,Calle Cusco 1491,"26 de Octubre, Piura",Piura,63641
983,Julio Zarate Perez,Residential,Residential,Psje. Santa Cruz 2285,"Nuevo Chimbote, Chimbote",Ancash,26100
984,Mariana Salazar Reyes,Residential,Residential,Prol. Las Orquideas 3481,"Centro, Iquitos",Loreto,92715
985,Milagros Silva Nunez,Residential,Residential,Calle Los Alamos 2167,"Belen, Iquitos",Loreto,64413
986,Clinica Santa Maria del Sur,Healthcare,SMB,Psje. Wilson 1951,"Centro, Chiclayo",Lambayeque,45339
987,Monica Cruz Campos,Residential,Residential,Calle Universitaria 872,"Nuevo Chimbote, Chimbote",Ancash,22756
988,Hospital Rebagliati,Healthcare,SMB,Prol. Los Cedros 1480,"San Sebastian, Cusco",Cusco,44800
989,Juan Lopez Ponce,Residential,Residential,Calle Ayacucho 2027,"La Tinguina, Ica",Ica,42754
990,Pablo Gomez Gomez,Residential,Residential,Prol. Abancay 1916,"Socabaya, Arequipa",Arequipa,44032
991,IDAT,Education,Enterprise,Psje. Los Eucaliptos 2048,"Huancan, Huancayo",Junin,16262
992,San Charbel,Real Estate,SMB,Av. Wilson 2103,"San Juan Bautista, Iquitos",Loreto,11397
993,Mario Vega Castro,Residential,Residential,Jr. Puno 2352,"Santa, Chimbote",Ancash,68480
